"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
25 Jul 2022 11:38:40.000,1215.626486,1310.717591,0.632465,-1.210337,1.123217,-0.000101
25 Jul 2022 11:38:50.000,1203.471423,1321.893670,0.631415,-1.220658,1.111983,-0.000109
25 Jul 2022 11:39:00.000,1191.213675,1332.956929,0.630289,-1.230874,1.100653,-0.000116
25 Jul 2022 11:39:10.000,1178.854291,1343.906425,0.629087,-1.240985,1.089230,-0.000124
25 Jul 2022 11:39:20.000,1166.394329,1354.741226,0.627807,-1.250990,1.077715,-0.000132
25 Jul 2022 11:39:30.000,1153.834854,1365.460410,0.626449,-1.260887,1.066107,-0.000140
25 Jul 2022 11:39:40.000,1141.176940,1376.063062,0.625011,-1.270677,1.054409,-0.000148
25 Jul 2022 11:39:50.000,1128.421671,1386.548281,0.623493,-1.280359,1.042620,-0.000156
25 Jul 2022 11:40:00.000,1115.570135,1396.915173,0.621894,-1.289930,1.030743,-0.000164
25 Jul 2022 11:40:10.000,1102.623433,1407.162854,0.620213,-1.299392,1.018778,-0.000172
25 Jul 2022 11:40:20.000,1089.582673,1417.290450,0.618452,-1.308742,1.006727,-0.000180
25 Jul 2022 11:40:30.000,1076.448970,1427.297099,0.616611,-1.317980,0.994589,-0.000188
25 Jul 2022 11:40:40.000,1063.223451,1437.181948,0.614692,-1.327105,0.982367,-0.000196
25 Jul 2022 11:40:50.000,1049.907247,1446.944157,0.612697,-1.336117,0.970061,-0.000203
25 Jul 2022 11:41:00.000,1036.501501,1456.582895,0.610628,-1.345014,0.957673,-0.000211
25 Jul 2022 11:41:10.000,1023.007359,1466.097344,0.608487,-1.353795,0.945204,-0.000218
25 Jul 2022 11:41:20.000,1009.425978,1475.486698,0.606277,-1.362462,0.932654,-0.000224
25 Jul 2022 11:41:30.000,995.758517,1484.750160,0.604002,-1.371011,0.920025,-0.000231
25 Jul 2022 11:41:40.000,982.006146,1493.886946,0.601663,-1.379444,0.907319,-0.000237
25 Jul 2022 11:41:50.000,968.170038,1502.896282,0.599263,-1.387758,0.894535,-0.000243
25 Jul 2022 11:42:00.000,954.251373,1511.777403,0.596805,-1.395955,0.881676,-0.000249
25 Jul 2022 11:42:10.000,940.251339,1520.529556,0.594290,-1.404032,0.868742,-0.000254
25 Jul 2022 11:42:20.000,926.171127,1529.151996,0.591721,-1.411990,0.855734,-0.000260
25 Jul 2022 11:42:30.000,912.011939,1537.643992,0.589099,-1.419827,0.842653,-0.000265
25 Jul 2022 11:42:40.000,897.774983,1546.004819,0.586427,-1.427544,0.829501,-0.000270
25 Jul 2022 11:42:50.000,883.461473,1554.233767,0.583706,-1.435138,0.816277,-0.000275
25 Jul 2022 11:43:00.000,869.072632,1562.330135,0.580937,-1.442610,0.802985,-0.000279
25 Jul 2022 11:43:10.000,854.609688,1570.293235,0.578122,-1.449958,0.789624,-0.000284
25 Jul 2022 11:43:20.000,840.073879,1578.122392,0.575262,-1.457183,0.776196,-0.000288
25 Jul 2022 11:43:30.000,825.466445,1585.816942,0.572358,-1.464283,0.762703,-0.000293
25 Jul 2022 11:43:40.000,810.788635,1593.376236,0.569412,-1.471258,0.749145,-0.000297
25 Jul 2022 11:43:50.000,796.041700,1600.799635,0.566423,-1.478108,0.735524,-0.000301
25 Jul 2022 11:44:00.000,781.226897,1608.086513,0.563393,-1.484832,0.721841,-0.000305
25 Jul 2022 11:44:10.000,766.345487,1615.236256,0.560323,-1.491429,0.708097,-0.000309
25 Jul 2022 11:44:20.000,751.398734,1622.248260,0.557211,-1.497900,0.694294,-0.000313
25 Jul 2022 11:44:30.000,736.387906,1629.121933,0.554060,-1.504244,0.680431,-0.000317
25 Jul 2022 11:44:40.000,721.314276,1635.856689,0.550867,-1.510461,0.666511,-0.000321
25 Jul 2022 11:44:50.000,706.179121,1642.451957,0.547634,-1.516549,0.652533,-0.000325
25 Jul 2022 11:45:00.000,690.983724,1648.907171,0.544359,-1.522509,0.638500,-0.000330
25 Jul 2022 11:45:10.000,675.729374,1655.221777,0.541042,-1.528340,0.624412,-0.000334
25 Jul 2022 11:45:20.000,660.417367,1661.395232,0.537682,-1.534040,0.610270,-0.000338
25 Jul 2022 11:45:30.000,645.049003,1667.427002,0.534279,-1.539611,0.596075,-0.000343
25 Jul 2022 11:45:40.000,629.625594,1673.316566,0.530831,-1.545049,0.581829,-0.000347
25 Jul 2022 11:45:50.000,614.148453,1679.063416,0.527339,-1.550357,0.567533,-0.000351
25 Jul 2022 11:46:00.000,598.618905,1684.667058,0.523801,-1.555531,0.553188,-0.000356
25 Jul 2022 11:46:10.000,583.038276,1690.127010,0.520217,-1.560573,0.538795,-0.000361
25 Jul 2022 11:46:20.000,567.407899,1695.442805,0.516587,-1.565481,0.524356,-0.000365
25 Jul 2022 11:46:30.000,551.729111,1700.613991,0.512909,-1.570255,0.509873,-0.000370
25 Jul 2022 11:46:40.000,536.003252,1705.640128,0.509185,-1.574895,0.495347,-0.000375
25 Jul 2022 11:46:50.000,520.231663,1710.520791,0.505414,-1.579401,0.480779,-0.000379
25 Jul 2022 11:47:00.000,504.415690,1715.255566,0.501595,-1.583772,0.466170,-0.000384
25 Jul 2022 11:47:10.000,488.556679,1719.844053,0.497730,-1.588008,0.451521,-0.000389
25 Jul 2022 11:47:20.000,472.655979,1724.285862,0.493818,-1.592109,0.436834,-0.000394
25 Jul 2022 11:47:30.000,456.714940,1728.580613,0.489859,-1.596076,0.422110,-0.000398
25 Jul 2022 11:47:40.000,440.734918,1732.727938,0.485852,-1.599906,0.407349,-0.000403
25 Jul 2022 11:47:50.000,424.717270,1736.727479,0.481797,-1.603601,0.392553,-0.000408
25 Jul 2022 11:48:00.000,408.663357,1740.578890,0.477693,-1.607159,0.377723,-0.000413
25 Jul 2022 11:48:10.000,392.574546,1744.281835,0.473537,-1.610580,0.362860,-0.000418
25 Jul 2022 11:48:20.000,376.452207,1747.835992,0.469329,-1.613865,0.347966,-0.000424
25 Jul 2022 11:48:30.000,360.297715,1751.241050,0.465065,-1.617011,0.333041,-0.000429
25 Jul 2022 11:48:40.000,344.112448,1754.496713,0.460743,-1.620019,0.318087,-0.000435
25 Jul 2022 11:48:50.000,327.897790,1757.602699,0.456360,-1.622889,0.303106,-0.000442
25 Jul 2022 11:49:00.000,311.655125,1760.558738,0.451912,-1.625621,0.288098,-0.000448
25 Jul 2022 11:49:10.000,295.385842,1763.364578,0.447396,-1.628213,0.273066,-0.000455
25 Jul 2022 11:49:20.000,279.091329,1766.019977,0.442810,-1.630666,0.258010,-0.000462
25 Jul 2022 11:49:30.000,262.772978,1768.524710,0.438151,-1.632981,0.242933,-0.000470
25 Jul 2022 11:49:40.000,246.432179,1770.878561,0.433416,-1.635156,0.227834,-0.000477
25 Jul 2022 11:49:50.000,230.070326,1773.081331,0.428603,-1.637192,0.212716,-0.000485
25 Jul 2022 11:50:00.000,213.688812,1775.132829,0.423710,-1.639088,0.197580,-0.000493
25 Jul 2022 11:50:10.000,197.289031,1777.032877,0.418736,-1.640845,0.182427,-0.000501
25 Jul 2022 11:50:20.000,180.872381,1778.781309,0.413679,-1.642462,0.167257,-0.000510
25 Jul 2022 11:50:30.000,164.440261,1780.377968,0.408540,-1.643939,0.152072,-0.000518
25 Jul 2022 11:50:40.000,147.994072,1781.822711,0.403316,-1.645275,0.136874,-0.000527
25 Jul 2022 11:50:50.000,131.535221,1783.115407,0.398007,-1.646471,0.121663,-0.000535
25 Jul 2022 11:51:00.000,115.065115,1784.255936,0.392612,-1.647526,0.106441,-0.000544
25 Jul 2022 11:51:10.000,98.585167,1785.244194,0.387130,-1.648440,0.091209,-0.000553
25 Jul 2022 11:51:20.000,82.096790,1786.080091,0.381561,-1.649212,0.075969,-0.000561
25 Jul 2022 11:51:30.000,65.601404,1786.763551,0.375906,-1.649842,0.060722,-0.000570
25 Jul 2022 11:51:40.000,49.100425,1787.294516,0.370163,-1.650330,0.045470,-0.000579
25 Jul 2022 11:51:50.000,32.595274,1787.672942,0.364335,-1.650676,0.030215,-0.000587
25 Jul 2022 11:52:00.000,16.087371,1787.898801,0.358423,-1.650881,0.014957,-0.000595
25 Jul 2022 11:52:10.000,-0.421865,1787.972084,0.352429,-1.650943,-0.000301,-0.000603
25 Jul 2022 11:52:20.000,-16.931016,1787.892794,0.346356,-1.650864,-0.015557,-0.000611
25 Jul 2022 11:52:30.000,-33.438668,1787.660952,0.340207,-1.650643,-0.030811,-0.000618
25 Jul 2022 11:52:40.000,-49.943407,1787.276591,0.333988,-1.650281,-0.046061,-0.000625
25 Jul 2022 11:52:50.000,-66.443825,1786.739760,0.327702,-1.649779,-0.061305,-0.000632
25 Jul 2022 11:53:00.000,-82.938514,1786.050520,0.321354,-1.649136,-0.076542,-0.000638
25 Jul 2022 11:53:10.000,-99.426071,1785.208946,0.314948,-1.648353,-0.091771,-0.000643
25 Jul 2022 11:53:20.000,-115.905098,1784.215123,0.308487,-1.647430,-0.106992,-0.000649
25 Jul 2022 11:53:30.000,-132.374198,1783.069149,0.301974,-1.646367,-0.122201,-0.000654
25 Jul 2022 11:53:40.000,-148.831976,1781.771132,0.295412,-1.645165,-0.137400,-0.000659
25 Jul 2022 11:53:50.000,-165.277043,1780.321190,0.288801,-1.643825,-0.152586,-0.000664
25 Jul 2022 11:54:00.000,-181.708009,1778.719450,0.282141,-1.642345,-0.167759,-0.000668
25 Jul 2022 11:54:10.000,-198.123487,1776.966052,0.275434,-1.640727,-0.182918,-0.000673
25 Jul 2022 11:54:20.000,-214.522090,1775.061143,0.268676,-1.638970,-0.198061,-0.000678
25 Jul 2022 11:54:30.000,-230.902434,1773.004880,0.261868,-1.637075,-0.213188,-0.000683
25 Jul 2022 11:54:40.000,-247.263130,1770.797431,0.255008,-1.635041,-0.228298,-0.000689
25 Jul 2022 11:54:50.000,-263.602794,1768.438974,0.248095,-1.632868,-0.243390,-0.000694
25 Jul 2022 11:55:00.000,-279.920037,1765.929699,0.241128,-1.630557,-0.258462,-0.000699
25 Jul 2022 11:55:10.000,-296.213471,1763.269807,0.234106,-1.628107,-0.273513,-0.000705
25 Jul 2022 11:55:20.000,-312.481704,1760.459511,0.227031,-1.625517,-0.288542,-0.000710
25 Jul 2022 11:55:30.000,-328.723347,1757.499039,0.219903,-1.622788,-0.303548,-0.000715
25 Jul 2022 11:55:40.000,-344.937008,1754.388634,0.212722,-1.619921,-0.318529,-0.000721
25 Jul 2022 11:55:50.000,-361.121296,1751.128552,0.205490,-1.616914,-0.333483,-0.000726
25 Jul 2022 11:56:00.000,-377.274821,1747.719066,0.198208,-1.613768,-0.348409,-0.000731
25 Jul 2022 11:56:10.000,-393.396195,1744.160464,0.190877,-1.610484,-0.363306,-0.000736
25 Jul 2022 11:56:20.000,-409.484034,1740.453048,0.183498,-1.607061,-0.378172,-0.000740
25 Jul 2022 11:56:30.000,-425.536957,1736.597138,0.176070,-1.603501,-0.393005,-0.000745
25 Jul 2022 11:56:40.000,-441.553589,1732.593065,0.168594,-1.599803,-0.407804,-0.000750
25 Jul 2022 11:56:50.000,-457.532559,1728.441177,0.161071,-1.595968,-0.422568,-0.000755
25 Jul 2022 11:57:00.000,-473.472501,1724.141833,0.153499,-1.591997,-0.437295,-0.000760
25 Jul 2022 11:57:10.000,-489.372056,1719.695405,0.145878,-1.587891,-0.451984,-0.000765
25 Jul 2022 11:57:20.000,-505.229868,1715.102277,0.138208,-1.583649,-0.466635,-0.000769
25 Jul 2022 11:57:30.000,-521.044586,1710.362844,0.130490,-1.579272,-0.481245,-0.000774
25 Jul 2022 11:57:40.000,-536.814865,1705.477512,0.122723,-1.574761,-0.495814,-0.000779
25 Jul 2022 11:57:50.000,-552.539363,1700.446701,0.114909,-1.570116,-0.510341,-0.000784
25 Jul 2022 11:58:00.000,-568.216740,1695.270838,0.107049,-1.565337,-0.524824,-0.000788
25 Jul 2022 11:58:10.000,-583.845663,1689.950366,0.099146,-1.560425,-0.539263,-0.000792
25 Jul 2022 11:58:20.000,-599.424800,1684.485739,0.091202,-1.555380,-0.553655,-0.000796
25 Jul 2022 11:58:30.000,-614.952823,1678.877422,0.083220,-1.550202,-0.568000,-0.000800
25 Jul 2022 11:58:40.000,-630.428409,1673.125894,0.075201,-1.544893,-0.582297,-0.000804
25 Jul 2022 11:58:50.000,-645.850240,1667.231647,0.067149,-1.539451,-0.596544,-0.000807
25 Jul 2022 11:59:00.000,-661.217002,1661.195185,0.059066,-1.533879,-0.610740,-0.000810
25 Jul 2022 11:59:10.000,-676.527386,1655.017023,0.050953,-1.528176,-0.624884,-0.000813
25 Jul 2022 11:59:20.000,-691.780090,1648.697689,0.042812,-1.522343,-0.638974,-0.000815
25 Jul 2022 11:59:30.000,-706.973816,1642.237721,0.034644,-1.516381,-0.653010,-0.000818
25 Jul 2022 11:59:40.000,-722.107271,1635.637668,0.026450,-1.510289,-0.666991,-0.000821
25 Jul 2022 11:59:50.000,-737.179168,1628.898089,0.018229,-1.504069,-0.680915,-0.000823
25 Jul 2022 12:00:00.000,-752.188224,1622.019554,0.009981,-1.497721,-0.694782,-0.000826
25 Jul 2022 12:00:10.000,-767.133160,1615.002643,0.001706,-1.491245,-0.708590,-0.000829
25 Jul 2022 12:00:20.000,-782.012702,1607.847948,-0.006595,-1.484642,-0.722339,-0.000831
25 Jul 2022 12:00:30.000,-796.825578,1600.556070,-0.014922,-1.477912,-0.736027,-0.000834
25 Jul 2022 12:00:40.000,-811.570523,1593.127623,-0.023275,-1.471056,-0.749652,-0.000837
25 Jul 2022 12:00:50.000,-826.246273,1585.563233,-0.031653,-1.464073,-0.763215,-0.000839
25 Jul 2022 12:01:00.000,-840.851571,1577.863540,-0.040053,-1.456965,-0.776713,-0.000841
25 Jul 2022 12:01:10.000,-855.385165,1570.029195,-0.048472,-1.449733,-0.790145,-0.000843
25 Jul 2022 12:01:20.000,-869.845808,1562.060865,-0.056908,-1.442375,-0.803510,-0.000844
25 Jul 2022 12:01:30.000,-884.232262,1553.959228,-0.065355,-1.434895,-0.816806,-0.000845
25 Jul 2022 12:01:40.000,-898.543295,1545.724974,-0.073810,-1.427291,-0.830033,-0.000846
25 Jul 2022 12:01:50.000,-912.777682,1537.358810,-0.082266,-1.419566,-0.843188,-0.000846
25 Jul 2022 12:02:00.000,-926.934209,1528.861449,-0.090718,-1.411719,-0.856272,-0.000845
25 Jul 2022 12:02:10.000,-941.011666,1520.233620,-0.099161,-1.403752,-0.869282,-0.000844
25 Jul 2022 12:02:20.000,-955.008855,1511.476059,-0.107588,-1.395666,-0.882218,-0.000842
25 Jul 2022 12:02:30.000,-968.924584,1502.589515,-0.115995,-1.387460,-0.895078,-0.000840
25 Jul 2022 12:02:40.000,-982.757669,1493.574746,-0.124378,-1.379137,-0.907863,-0.000837
25 Jul 2022 12:02:50.000,-996.506932,1484.432518,-0.132734,-1.370696,-0.920570,-0.000834
25 Jul 2022 12:03:00.000,-1010.171203,1475.163609,-0.141060,-1.362139,-0.933199,-0.000831
25 Jul 2022 12:03:10.000,-1023.749318,1465.768805,-0.149357,-1.353465,-0.945749,-0.000828
25 Jul 2022 12:03:20.000,-1037.240122,1456.248902,-0.157624,-1.344676,-0.958218,-0.000825
25 Jul 2022 12:03:30.000,-1050.642461,1446.604707,-0.165865,-1.335773,-0.970607,-0.000823
25 Jul 2022 12:03:40.000,-1063.955194,1436.837036,-0.174082,-1.326755,-0.982913,-0.000821
25 Jul 2022 12:03:50.000,-1077.177181,1426.946715,-0.182281,-1.317624,-0.995137,-0.000819
25 Jul 2022 12:04:00.000,-1090.307293,1416.934582,-0.190464,-1.308380,-1.007276,-0.000818
25 Jul 2022 12:04:10.000,-1103.344405,1406.801483,-0.198637,-1.299024,-1.019330,-0.000817
25 Jul 2022 12:04:20.000,-1116.287401,1396.548277,-0.206805,-1.289557,-1.031297,-0.000817
25 Jul 2022 12:04:30.000,-1129.135172,1386.175831,-0.214971,-1.279979,-1.043177,-0.000817
25 Jul 2022 12:04:40.000,-1141.886614,1375.685023,-0.223139,-1.270291,-1.054969,-0.000817
25 Jul 2022 12:04:50.000,-1154.540633,1365.076743,-0.231309,-1.260494,-1.066672,-0.000817
25 Jul 2022 12:05:00.000,-1167.096139,1354.351889,-0.239484,-1.250589,-1.078284,-0.000818
25 Jul 2022 12:05:10.000,-1179.552052,1343.511373,-0.247662,-1.240576,-1.089804,-0.000818
25 Jul 2022 12:05:20.000,-1191.907299,1332.556115,-0.255845,-1.230456,-1.101232,-0.000818
25 Jul 2022 12:05:30.000,-1204.160812,1321.487047,-0.264030,-1.220229,-1.112566,-0.000819
25 Jul 2022 12:05:40.000,-1216.311535,1310.305114,-0.272217,-1.209898,-1.123805,-0.000819
25 Jul 2022 12:05:50.000,-1228.358419,1299.011272,-0.280406,-1.199462,-1.134948,-0.000819
25 Jul 2022 12:06:00.000,-1240.300422,1287.606487,-0.288597,-1.188922,-1.145993,-0.000819
25 Jul 2022 12:06:10.000,-1252.136514,1276.091737,-0.296794,-1.178280,-1.156940,-0.000820
25 Jul 2022 12:06:20.000,-1263.865675,1264.468012,-0.304999,-1.167536,-1.167788,-0.000821
25 Jul 2022 12:06:30.000,-1275.486897,1252.736311,-0.313218,-1.156692,-1.178535,-0.000823
25 Jul 2022 12:06:40.000,-1286.999181,1240.897646,-0.321458,-1.145748,-1.189181,-0.000825
25 Jul 2022 12:06:50.000,-1298.401539,1228.953035,-0.329726,-1.134707,-1.199724,-0.000829
25 Jul 2022 12:07:00.000,-1309.692999,1216.903509,-0.338032,-1.123569,-1.210164,-0.000833
25 Jul 2022 12:07:10.000,-1320.872597,1204.750103,-0.346386,-1.112335,-1.220500,-0.000838
25 Jul 2022 12:07:20.000,-1331.939382,1192.493865,-0.354797,-1.101006,-1.230730,-0.000844
25 Jul 2022 12:07:30.000,-1342.892415,1180.135846,-0.363275,-1.089585,-1.240856,-0.000851
25 Jul 2022 12:07:40.000,-1353.730767,1167.677107,-0.371829,-1.078071,-1.250874,-0.000859
25 Jul 2022 12:07:50.000,-1364.453522,1155.118715,-0.380466,-1.066465,-1.260786,-0.000868
25 Jul 2022 12:08:00.000,-1375.059774,1142.461742,-0.389192,-1.054770,-1.270590,-0.000877
25 Jul 2022 12:08:10.000,-1385.548626,1129.707269,-0.398013,-1.042986,-1.280286,-0.000887
25 Jul 2022 12:08:20.000,-1395.919191,1116.856381,-0.406929,-1.031113,-1.289873,-0.000896
25 Jul 2022 12:08:30.000,-1406.170594,1103.910169,-0.415942,-1.019153,-1.299351,-0.000906
25 Jul 2022 12:08:40.000,-1416.301964,1090.869732,-0.425051,-1.007107,-1.308718,-0.000916
25 Jul 2022 12:08:50.000,-1426.312442,1077.736174,-0.434253,-0.994975,-1.317975,-0.000925
25 Jul 2022 12:09:00.000,-1436.201176,1064.510606,-0.443543,-0.982758,-1.327120,-0.000933
25 Jul 2022 12:09:10.000,-1445.967320,1051.194147,-0.452915,-0.970457,-1.336153,-0.000941
25 Jul 2022 12:09:20.000,-1455.610037,1037.787924,-0.462361,-0.958073,-1.345073,-0.000948
25 Jul 2022 12:09:30.000,-1465.128499,1024.293071,-0.471875,-0.945606,-1.353879,-0.000954
25 Jul 2022 12:09:40.000,-1474.521884,1010.710732,-0.481446,-0.933057,-1.362570,-0.000960
25 Jul 2022 12:09:50.000,-1483.789379,997.042060,-0.491067,-0.920428,-1.371145,-0.000964
25 Jul 2022 12:10:00.000,-1492.930183,983.288220,-0.500728,-0.907719,-1.379603,-0.000968
25 Jul 2022 12:10:10.000,-1501.943501,969.450383,-0.510420,-0.894932,-1.387944,-0.000971
25 Jul 2022 12:10:20.000,-1510.828554,955.529734,-0.520136,-0.882066,-1.396166,-0.000973
25 Jul 2022 12:10:30.000,-1519.584572,941.527465,-0.529868,-0.869125,-1.404268,-0.000974
25 Jul 2022 12:10:40.000,-1528.210800,927.444778,-0.539611,-0.856108,-1.412249,-0.000975
25 Jul 2022 12:10:50.000,-1536.706494,913.282884,-0.549359,-0.843018,-1.420109,-0.000975
25 Jul 2022 12:11:00.000,-1545.070927,899.042999,-0.559109,-0.829856,-1.427847,-0.000975
25 Jul 2022 12:11:10.000,-1553.303384,884.726350,-0.568859,-0.816623,-1.435462,-0.000975
25 Jul 2022 12:11:20.000,-1561.403165,870.334164,-0.578608,-0.803321,-1.442954,-0.000975
25 Jul 2022 12:11:30.000,-1569.369581,855.867678,-0.588356,-0.789951,-1.450322,-0.000975
25 Jul 2022 12:11:40.000,-1577.201958,841.328131,-0.598104,-0.776514,-1.457566,-0.000975
25 Jul 2022 12:11:50.000,-1584.899633,826.716767,-0.607852,-0.763011,-1.464686,-0.000975
25 Jul 2022 12:12:00.000,-1592.461954,812.034835,-0.617602,-0.749443,-1.471680,-0.000975
25 Jul 2022 12:12:10.000,-1599.888279,797.283587,-0.627354,-0.735812,-1.478549,-0.000975
25 Jul 2022 12:12:20.000,-1607.177977,782.464282,-0.637108,-0.722118,-1.485291,-0.000976
25 Jul 2022 12:12:30.000,-1614.330428,767.578183,-0.646863,-0.708362,-1.491907,-0.000976
25 Jul 2022 12:12:40.000,-1621.345020,752.626560,-0.656620,-0.694546,-1.498396,-0.000976
25 Jul 2022 12:12:50.000,-1628.221154,737.610688,-0.666375,-0.680671,-1.504757,-0.000975
25 Jul 2022 12:13:00.000,-1634.958241,722.531849,-0.676127,-0.666737,-1.510989,-0.000975
25 Jul 2022 12:13:10.000,-1641.555704,707.391333,-0.685871,-0.652746,-1.517092,-0.000974
25 Jul 2022 12:13:20.000,-1648.012978,692.190434,-0.695607,-0.638699,-1.523066,-0.000973
25 Jul 2022 12:13:30.000,-1654.329511,676.930453,-0.705330,-0.624598,-1.528909,-0.000972
25 Jul 2022 12:13:40.000,-1660.504764,661.612696,-0.715039,-0.610444,-1.534621,-0.000970
25 Jul 2022 12:13:50.000,-1666.538212,646.238474,-0.724730,-0.596237,-1.540202,-0.000968
25 Jul 2022 12:14:00.000,-1672.429343,630.809102,-0.734404,-0.581980,-1.545651,-0.000966
25 Jul 2022 12:14:10.000,-1678.177657,615.325897,-0.744059,-0.567674,-1.550968,-0.000965
25 Jul 2022 12:14:20.000,-1683.782669,599.790183,-0.753695,-0.553320,-1.556153,-0.000963
25 Jul 2022 12:14:30.000,-1689.243902,584.203284,-0.763311,-0.538919,-1.561205,-0.000961
25 Jul 2022 12:14:40.000,-1694.560896,568.566527,-0.772909,-0.524472,-1.566124,-0.000959
25 Jul 2022 12:14:50.000,-1699.733198,552.881244,-0.782488,-0.509981,-1.570910,-0.000957
25 Jul 2022 12:15:00.000,-1704.760370,537.148769,-0.792049,-0.495446,-1.575562,-0.000955
25 Jul 2022 12:15:10.000,-1709.641983,521.370441,-0.801589,-0.480869,-1.580081,-0.000953
25 Jul 2022 12:15:20.000,-1714.377618,505.547602,-0.811109,-0.466251,-1.584465,-0.000951
25 Jul 2022 12:15:30.000,-1718.966870,489.681598,-0.820606,-0.451593,-1.588714,-0.000949
25 Jul 2022 12:15:40.000,-1723.409346,473.773782,-0.830078,-0.436896,-1.592827,-0.000946
25 Jul 2022 12:15:50.000,-1727.704662,457.825509,-0.839523,-0.422161,-1.596805,-0.000943
25 Jul 2022 12:16:00.000,-1731.852450,441.838140,-0.848936,-0.407390,-1.600646,-0.000940
25 Jul 2022 12:16:10.000,-1735.852354,425.813038,-0.858315,-0.392585,-1.604351,-0.000936
25 Jul 2022 12:16:20.000,-1739.704029,409.751573,-0.867657,-0.377745,-1.607919,-0.000932
25 Jul 2022 12:16:30.000,-1743.407146,393.655117,-0.876958,-0.362873,-1.611349,-0.000928
25 Jul 2022 12:16:40.000,-1746.961390,377.525045,-0.886217,-0.347970,-1.614642,-0.000924
25 Jul 2022 12:16:50.000,-1750.366457,361.362735,-0.895432,-0.333038,-1.617797,-0.000919
25 Jul 2022 12:17:00.000,-1753.622059,345.169567,-0.904601,-0.318078,-1.620814,-0.000915
25 Jul 2022 12:17:10.000,-1756.727920,328.946923,-0.913723,-0.303090,-1.623692,-0.000910
25 Jul 2022 12:17:20.000,-1759.683776,312.696185,-0.922799,-0.288077,-1.626432,-0.000905
25 Jul 2022 12:17:30.000,-1762.489377,296.418738,-0.931828,-0.273039,-1.629034,-0.000901
25 Jul 2022 12:17:40.000,-1765.144485,280.115969,-0.940812,-0.257978,-1.631497,-0.000896
25 Jul 2022 12:17:50.000,-1767.648873,263.789261,-0.949749,-0.242896,-1.633821,-0.000892
25 Jul 2022 12:18:00.000,-1770.002326,247.440004,-0.958642,-0.227792,-1.636007,-0.000887
25 Jul 2022 12:18:10.000,-1772.204640,231.069586,-0.967489,-0.212668,-1.638054,-0.000882
25 Jul 2022 12:18:20.000,-1774.255621,214.679398,-0.976291,-0.197525,-1.639961,-0.000878
25 Jul 2022 12:18:30.000,-1776.155088,198.270831,-0.985047,-0.182365,-1.641729,-0.000873
25 Jul 2022 12:18:40.000,-1777.902870,181.845280,-0.993754,-0.167189,-1.643358,-0.000868
25 Jul 2022 12:18:50.000,-1779.498807,165.404143,-1.002411,-0.151997,-1.644846,-0.000863
25 Jul 2022 12:19:00.000,-1780.942753,148.948820,-1.011015,-0.136790,-1.646195,-0.000858
25 Jul 2022 12:19:10.000,-1782.234572,132.480716,-1.019563,-0.121571,-1.647403,-0.000852
25 Jul 2022 12:19:20.000,-1783.374144,116.001237,-1.028050,-0.106341,-1.648470,-0.000846
25 Jul 2022 12:19:30.000,-1784.361360,99.511793,-1.036474,-0.091101,-1.649396,-0.000839
25 Jul 2022 12:19:40.000,-1785.196127,83.013796,-1.044830,-0.075852,-1.650180,-0.000832
25 Jul 2022 12:19:50.000,-1785.878368,66.508661,-1.053115,-0.060595,-1.650823,-0.000825
25 Jul 2022 12:20:00.000,-1786.408017,49.997802,-1.061324,-0.045334,-1.651325,-0.000817
25 Jul 2022 12:20:10.000,-1786.785028,33.482636,-1.069455,-0.030068,-1.651685,-0.000809
25 Jul 2022 12:20:20.000,-1787.009365,16.964578,-1.077506,-0.014799,-1.651903,-0.000801
25 Jul 2022 12:20:30.000,-1787.081011,0.445042,-1.085475,0.000470,-1.651980,-0.000793
25 Jul 2022 12:20:40.000,-1786.999958,-16.074560,-1.093361,0.015740,-1.651916,-0.000784
25 Jul 2022 12:20:50.000,-1786.766213,-32.592816,-1.101162,0.031008,-1.651711,-0.000776
25 Jul 2022 12:21:00.000,-1786.379797,-49.108319,-1.108880,0.046274,-1.651366,-0.000768
25 Jul 2022 12:21:10.000,-1785.840740,-65.619659,-1.116513,0.061536,-1.650879,-0.000759
25 Jul 2022 12:21:20.000,-1785.149084,-82.125431,-1.124061,0.076794,-1.650252,-0.000751
25 Jul 2022 12:21:30.000,-1784.304884,-98.624229,-1.131524,0.092045,-1.649484,-0.000742
25 Jul 2022 12:21:40.000,-1783.308204,-115.114648,-1.138900,0.107290,-1.648576,-0.000733
25 Jul 2022 12:21:50.000,-1782.159121,-131.595282,-1.146187,0.122526,-1.647527,-0.000724
25 Jul 2022 12:22:00.000,-1780.857725,-148.064724,-1.153382,0.137752,-1.646338,-0.000715
25 Jul 2022 12:22:10.000,-1779.404118,-164.521567,-1.160483,0.152968,-1.645008,-0.000705
25 Jul 2022 12:22:20.000,-1777.798415,-180.964406,-1.167485,0.168171,-1.643537,-0.000695
25 Jul 2022 12:22:30.000,-1776.040747,-197.391833,-1.174384,0.183360,-1.641925,-0.000685
25 Jul 2022 12:22:40.000,-1774.131256,-213.802442,-1.181177,0.198535,-1.640173,-0.000674
25 Jul 2022 12:22:50.000,-1772.070101,-230.194830,-1.187861,0.213693,-1.638281,-0.000663
25 Jul 2022 12:23:00.000,-1769.857452,-246.567594,-1.194434,0.228834,-1.636249,-0.000652
